od_id,station,station_line,station_lon,station_lat,facility_source,facility_name,facility_address,facility_lon,facility_lat,straight_line_distance_m,station_node,facility_node,station_snap_distance_m,facility_snap_distance_m,snap_status,route_id,route_type,node_sequence,edge_sequence,node_count,edge_count,route_length_m,steps_count,flood_feature_count_2022,flood_overlap_length_m_2022,flood_feature_count_2023,flood_overlap_length_m_2023,flood_feature_count_2024,flood_overlap_length_m_2024,flood_feature_count_2025,flood_overlap_length_m_2025,flood_feature_count_unique_total,flood_overlap_length_m_total,flood_overlap_ratio,mobility_facility_count_near_route,support_point_count_near_route,existing_safe_route_overlap_or_proximity_count,method,baseline_length_m,alternative_length_m,distance_delta_m,distance_delta_ratio,baseline_flood_overlap_length_m,alternative_flood_overlap_length_m,flood_overlap_reduction_m,flood_overlap_reduction_ratio,baseline_flood_feature_count,alternative_flood_feature_count,historical_flood_trace_avoiding_candidate
od_2712,연신내,3호선,126.921038,37.619229,mobility_facility,05.  대호아파트,서울특별시 은평구 불광로 82,126.9324,37.6145,1132.14,13357342120,3819769307,32.16422242836125,21.96220793077043,PASS,od_2712_k_shortest_alternative_4,k_shortest_alternative_4,"[13357342120, 13357342121, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228574067, 11296481769, 3819769528, 3819769458, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769377, 3819769352, 3819769384, 3819769373, 3819769369, 5281044435, 3819769307]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228574067], [11228574067, 11296481769], [11296481769, 3819769528], [3819769528, 3819769458], [3819769458, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769377], [3819769377, 3819769352], [3819769352, 3819769384], [3819769384, 3819769373], [3819769373, 3819769369], [3819769369, 5281044435], [5281044435, 3819769307]]",33,32,1518.208,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,8,10,k_shortest,1511.161,1518.208,7.047,0.004663,21.486,0.0,21.486,1.0,2,0,True
od_149,연신내,6호선,126.920625,37.618636,mobility_facility,색연필,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6145,1152.606,11230505686,3819769307,20.028299588559467,20.741324332783933,PASS,od_149_k_shortest_alternative_1,k_shortest_alternative_1,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769377, 3819769352, 3819769384, 3819769373, 3819769369, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769377], [3819769377, 3819769352], [3819769352, 3819769384], [3819769384, 3819769373], [3819769373, 3819769369], [3819769369, 5281044435], [5281044435, 3819769307]]",32,31,1526.461,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,9,12,k_shortest,1525.437,1526.461,1.024,0.000671,21.486,0.0,21.486,1.0,2,0,True
od_149,연신내,6호선,126.920625,37.618636,mobility_facility,색연필,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6145,1152.606,11230505686,3819769307,20.028299588559467,20.741324332783933,PASS,od_149_k_shortest_alternative_2,k_shortest_alternative_2,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228574067, 11296481769, 3819769528, 3819769458, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228574067], [11228574067, 11296481769], [11296481769, 3819769528], [3819769528, 3819769458], [3819769458, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",34,33,1531.46,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.01403,11,9,11,k_shortest,1525.437,1531.46,6.023,0.003948,21.486,21.486,0.0,0.0,2,2,False
od_149,연신내,6호선,126.920625,37.618636,mobility_facility,색연필,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6145,1152.606,11230505686,3819769307,20.028299588559467,20.741324332783933,PASS,od_149_k_shortest_alternative_3,k_shortest_alternative_3,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",34,33,1532.094,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014024,11,9,11,k_shortest,1525.437,1532.094,6.657,0.004364,21.486,21.486,0.0,0.0,2,2,False
od_149,연신내,6호선,126.920625,37.618636,mobility_facility,색연필,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6145,1152.606,11230505686,3819769307,20.028299588559467,20.741324332783933,PASS,od_149_k_shortest_alternative_4,k_shortest_alternative_4,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228574067, 11296481769, 3819769528, 3819769458, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769377, 3819769352, 3819769384, 3819769373, 3819769369, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228574067], [11228574067, 11296481769], [11296481769, 3819769528], [3819769528, 3819769458], [3819769458, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769377], [3819769377, 3819769352], [3819769352, 3819769384], [3819769384, 3819769373], [3819769373, 3819769369], [3819769369, 5281044435], [5281044435, 3819769307]]",33,32,1532.484,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,9,11,k_shortest,1525.437,1532.484,7.047,0.00462,21.486,0.0,21.486,1.0,2,0,True
od_52,연신내,6호선,126.920625,37.618636,mobility_facility,드림공인중개사사무소,서울특별시 은평구 불광로 90,126.9327,37.6147,1152.109,11230505686,3819769307,20.028299588559467,16.38372581697322,PASS,od_52_k_shortest_alternative_1,k_shortest_alternative_1,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769377, 3819769352, 3819769384, 3819769373, 3819769369, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769377], [3819769377, 3819769352], [3819769352, 3819769384], [3819769384, 3819769373], [3819769373, 3819769369], [3819769369, 5281044435], [5281044435, 3819769307]]",32,31,1526.461,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,9,12,k_shortest,1525.437,1526.461,1.024,0.000671,21.486,0.0,21.486,1.0,2,0,True
od_52,연신내,6호선,126.920625,37.618636,mobility_facility,드림공인중개사사무소,서울특별시 은평구 불광로 90,126.9327,37.6147,1152.109,11230505686,3819769307,20.028299588559467,16.38372581697322,PASS,od_52_k_shortest_alternative_2,k_shortest_alternative_2,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228574067, 11296481769, 3819769528, 3819769458, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228574067], [11228574067, 11296481769], [11296481769, 3819769528], [3819769528, 3819769458], [3819769458, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",34,33,1531.46,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.01403,11,9,11,k_shortest,1525.437,1531.46,6.023,0.003948,21.486,21.486,0.0,0.0,2,2,False
od_52,연신내,6호선,126.920625,37.618636,mobility_facility,드림공인중개사사무소,서울특별시 은평구 불광로 90,126.9327,37.6147,1152.109,11230505686,3819769307,20.028299588559467,16.38372581697322,PASS,od_52_k_shortest_alternative_3,k_shortest_alternative_3,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",34,33,1532.094,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014024,11,9,11,k_shortest,1525.437,1532.094,6.657,0.004364,21.486,21.486,0.0,0.0,2,2,False
od_52,연신내,6호선,126.920625,37.618636,mobility_facility,드림공인중개사사무소,서울특별시 은평구 불광로 90,126.9327,37.6147,1152.109,11230505686,3819769307,20.028299588559467,16.38372581697322,PASS,od_52_k_shortest_alternative_4,k_shortest_alternative_4,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228574067, 11296481769, 3819769528, 3819769458, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769377, 3819769352, 3819769384, 3819769373, 3819769369, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228574067], [11228574067, 11296481769], [11296481769, 3819769528], [3819769528, 3819769458], [3819769458, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769377], [3819769377, 3819769352], [3819769352, 3819769384], [3819769384, 3819769373], [3819769373, 3819769369], [3819769369, 5281044435], [5281044435, 3819769307]]",33,32,1532.484,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,9,11,k_shortest,1525.437,1532.484,7.047,0.00462,21.486,0.0,21.486,1.0,2,0,True
od_20,연신내,6호선,126.920625,37.618636,mobility_facility,대호크리닝세탁,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1148.23,11230505686,3819769307,20.028299588559467,11.060299788695614,PASS,od_20_k_shortest_alternative_1,k_shortest_alternative_1,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769377, 3819769352, 3819769384, 3819769373, 3819769369, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769377], [3819769377, 3819769352], [3819769352, 3819769384], [3819769384, 3819769373], [3819769373, 3819769369], [3819769369, 5281044435], [5281044435, 3819769307]]",32,31,1526.461,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,9,12,k_shortest,1525.437,1526.461,1.024,0.000671,21.486,0.0,21.486,1.0,2,0,True
od_20,연신내,6호선,126.920625,37.618636,mobility_facility,대호크리닝세탁,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1148.23,11230505686,3819769307,20.028299588559467,11.060299788695614,PASS,od_20_k_shortest_alternative_2,k_shortest_alternative_2,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228574067, 11296481769, 3819769528, 3819769458, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228574067], [11228574067, 11296481769], [11296481769, 3819769528], [3819769528, 3819769458], [3819769458, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",34,33,1531.46,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.01403,11,9,11,k_shortest,1525.437,1531.46,6.023,0.003948,21.486,21.486,0.0,0.0,2,2,False
od_20,연신내,6호선,126.920625,37.618636,mobility_facility,대호크리닝세탁,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1148.23,11230505686,3819769307,20.028299588559467,11.060299788695614,PASS,od_20_k_shortest_alternative_3,k_shortest_alternative_3,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",34,33,1532.094,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014024,11,9,11,k_shortest,1525.437,1532.094,6.657,0.004364,21.486,21.486,0.0,0.0,2,2,False
od_20,연신내,6호선,126.920625,37.618636,mobility_facility,대호크리닝세탁,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1148.23,11230505686,3819769307,20.028299588559467,11.060299788695614,PASS,od_20_k_shortest_alternative_4,k_shortest_alternative_4,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228574067, 11296481769, 3819769528, 3819769458, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769377, 3819769352, 3819769384, 3819769373, 3819769369, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228574067], [11228574067, 11296481769], [11296481769, 3819769528], [3819769528, 3819769458], [3819769458, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769377], [3819769377, 3819769352], [3819769352, 3819769384], [3819769384, 3819769373], [3819769373, 3819769369], [3819769369, 5281044435], [5281044435, 3819769307]]",33,32,1532.484,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,9,11,k_shortest,1525.437,1532.484,7.047,0.00462,21.486,0.0,21.486,1.0,2,0,True
od_19,연신내,6호선,126.920625,37.618636,mobility_facility,월드공인중개사사무소,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1148.23,11230505686,3819769307,20.028299588559467,11.060299788695614,PASS,od_19_k_shortest_alternative_1,k_shortest_alternative_1,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769377, 3819769352, 3819769384, 3819769373, 3819769369, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769377], [3819769377, 3819769352], [3819769352, 3819769384], [3819769384, 3819769373], [3819769373, 3819769369], [3819769369, 5281044435], [5281044435, 3819769307]]",32,31,1526.461,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,9,12,k_shortest,1525.437,1526.461,1.024,0.000671,21.486,0.0,21.486,1.0,2,0,True
od_19,연신내,6호선,126.920625,37.618636,mobility_facility,월드공인중개사사무소,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1148.23,11230505686,3819769307,20.028299588559467,11.060299788695614,PASS,od_19_k_shortest_alternative_2,k_shortest_alternative_2,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228574067, 11296481769, 3819769528, 3819769458, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228574067], [11228574067, 11296481769], [11296481769, 3819769528], [3819769528, 3819769458], [3819769458, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",34,33,1531.46,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.01403,11,9,11,k_shortest,1525.437,1531.46,6.023,0.003948,21.486,21.486,0.0,0.0,2,2,False
od_19,연신내,6호선,126.920625,37.618636,mobility_facility,월드공인중개사사무소,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1148.23,11230505686,3819769307,20.028299588559467,11.060299788695614,PASS,od_19_k_shortest_alternative_3,k_shortest_alternative_3,"[11230505686, 11663495477, 13357321496, 11178032838, 11230505689, 11228574064, 11228574065, 449449459, 3278844686, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 11230505689], [11230505689, 11228574064], [11228574064, 11228574065], [11228574065, 449449459], [449449459, 3278844686], [3278844686, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",34,33,1532.094,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014024,11,9,11,k_shortest,1525.437,1532.094,6.657,0.004364,21.486,21.486,0.0,0.0,2,2,False
