od_id,station,station_line,station_lon,station_lat,facility_source,facility_name,facility_address,facility_lon,facility_lat,straight_line_distance_m,station_node,facility_node,station_snap_distance_m,facility_snap_distance_m,snap_status,route_id,route_type,node_sequence,edge_sequence,node_count,edge_count,route_length_m,steps_count,flood_feature_count_2022,flood_overlap_length_m_2022,flood_feature_count_2023,flood_overlap_length_m_2023,flood_feature_count_2024,flood_overlap_length_m_2024,flood_feature_count_2025,flood_overlap_length_m_2025,flood_feature_count_unique_total,flood_overlap_length_m_total,flood_overlap_ratio,mobility_facility_count_near_route,support_point_count_near_route,existing_safe_route_overlap_or_proximity_count,method,baseline_length_m,alternative_length_m,distance_delta_m,distance_delta_ratio,baseline_flood_overlap_length_m,alternative_flood_overlap_length_m,flood_overlap_reduction_m,flood_overlap_reduction_ratio,baseline_flood_feature_count,alternative_flood_feature_count,historical_flood_trace_avoiding_candidate
od_486,독바위,6호선,126.933031,37.618456,mobility_facility,리치공인중개사사무소,서울특별시 은평구 역말로10길 32,126.9239,37.6091,1314.627,3824954278,10968647958,2.93341759236071,12.23768373696107,PASS,od_486_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",41,40,1631.497,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,24,20,16,k_shortest,1615.347,1631.497,16.15,0.009998,22.641,0.0,22.641,1.0,2,0,True
od_486,독바위,6호선,126.933031,37.618456,mobility_facility,리치공인중개사사무소,서울특별시 은평구 역말로10길 32,126.9239,37.6091,1314.627,3824954278,10968647958,2.93341759236071,12.23768373696107,PASS,od_486_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768668, 3819768630, 3819768599, 4580510657, 4580522737, 3004846049, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768668], [3819768668, 3819768630], [3819768630, 3819768599], [3819768599, 4580510657], [4580510657, 4580522737], [4580522737, 3004846049], [3004846049, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",40,39,1645.588,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,24,16,12,k_shortest,1615.347,1645.588,30.241,0.018721,22.641,0.0,22.641,1.0,2,0,True
od_486,독바위,6호선,126.933031,37.618456,mobility_facility,리치공인중개사사무소,서울특별시 은평구 역말로10길 32,126.9239,37.6091,1314.627,3824954278,10968647958,2.93341759236071,12.23768373696107,PASS,od_486_k_shortest_alternative_3,k_shortest_alternative_3,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 3819768656, 3819768630, 3819768599, 4580510657, 4580522737, 3819768592, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 3819768656], [3819768656, 3819768630], [3819768630, 3819768599], [3819768599, 4580510657], [4580510657, 4580522737], [4580522737, 3819768592], [3819768592, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",40,39,1647.305,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,24,19,16,k_shortest,1615.347,1647.305,31.958,0.019784,22.641,0.0,22.641,1.0,2,0,True
od_546,독바위,6호선,126.933031,37.618456,mobility_facility,사랑의집,서울특별시 은평구 역말로10길 30-1,126.9238,37.6092,1311.346,3824954278,10968647958,2.93341759236071,25.219799857210795,PASS,od_546_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",41,40,1631.497,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,24,20,16,k_shortest,1615.347,1631.497,16.15,0.009998,22.641,0.0,22.641,1.0,2,0,True
od_546,독바위,6호선,126.933031,37.618456,mobility_facility,사랑의집,서울특별시 은평구 역말로10길 30-1,126.9238,37.6092,1311.346,3824954278,10968647958,2.93341759236071,25.219799857210795,PASS,od_546_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768668, 3819768630, 3819768599, 4580510657, 4580522737, 3004846049, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768668], [3819768668, 3819768630], [3819768630, 3819768599], [3819768599, 4580510657], [4580510657, 4580522737], [4580522737, 3004846049], [3004846049, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",40,39,1645.588,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,24,16,12,k_shortest,1615.347,1645.588,30.241,0.018721,22.641,0.0,22.641,1.0,2,0,True
od_546,독바위,6호선,126.933031,37.618456,mobility_facility,사랑의집,서울특별시 은평구 역말로10길 30-1,126.9238,37.6092,1311.346,3824954278,10968647958,2.93341759236071,25.219799857210795,PASS,od_546_k_shortest_alternative_3,k_shortest_alternative_3,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 3819768656, 3819768630, 3819768599, 4580510657, 4580522737, 3819768592, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 3819768656], [3819768656, 3819768630], [3819768630, 3819768599], [3819768599, 4580510657], [4580510657, 4580522737], [4580522737, 3819768592], [3819768592, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",40,39,1647.305,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,24,19,16,k_shortest,1615.347,1647.305,31.958,0.019784,22.641,0.0,22.641,1.0,2,0,True
od_461,독바위,6호선,126.933031,37.618456,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,1346.41,3824954278,3004846056,2.93341759236071,12.14487729615712,PASS,od_461_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",36,35,1642.129,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,22,20,16,k_shortest,1639.867,1642.129,2.262,0.001379,22.641,0.0,22.641,1.0,2,0,True
od_461,독바위,6호선,126.933031,37.618456,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,1346.41,3824954278,3004846056,2.93341759236071,12.14487729615712,PASS,od_461_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 436873829, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 436873829], [436873829, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",42,41,1664.293,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,25,20,16,k_shortest,1639.867,1664.293,24.426,0.014895,22.641,0.0,22.641,1.0,2,0,True
od_564,독바위,6호선,126.933031,37.618456,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,1328.808,3824954278,3004846056,2.93341759236071,12.20580599543036,PASS,od_564_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",36,35,1642.129,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,22,20,16,k_shortest,1639.867,1642.129,2.262,0.001379,22.641,0.0,22.641,1.0,2,0,True
od_564,독바위,6호선,126.933031,37.618456,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,1328.808,3824954278,3004846056,2.93341759236071,12.20580599543036,PASS,od_564_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 436873829, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 436873829], [436873829, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",42,41,1664.293,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,25,20,16,k_shortest,1639.867,1664.293,24.426,0.014895,22.641,0.0,22.641,1.0,2,0,True
