od_id,station,station_line,facility_name,facility_source,facility_address,route_length_m,flood_feature_count_2022,flood_feature_count_2023,flood_feature_count_2024,flood_feature_count_2025,flood_feature_count_unique_total,flood_overlap_length_m_2022,flood_overlap_length_m_2023,flood_overlap_length_m_2024,flood_overlap_length_m_2025,flood_overlap_length_m_total,flood_overlap_ratio,node_sequence,edge_sequence
od_2437,불광,3호선,녹번,pedestrian_support_point,서울특별시 은평구 은평로 250-2,1290.94,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 11228574113, 11228575803, 11228574127, 11204976884, 414686130, 11204976883, 11178013536, 7916217192, 11296481752, 11228574102, 11204976908, 11204976861, 11296481748, 436877328, 3811156624, 3811156609, 4185389890, 11296481738, 11296481732, 13227969688, 11296481724, 11296481720, 11204976871, 11204976916, 11204976873, 11296481711, 11204976921]","[[5930698997, 11228574113], [11228574113, 11228575803], [11228575803, 11228574127], [11228574127, 11204976884], [11204976884, 414686130], [414686130, 11204976883], [11204976883, 11178013536], [11178013536, 7916217192], [7916217192, 11296481752], [11296481752, 11228574102], [11228574102, 11204976908], [11204976908, 11204976861], [11204976861, 11296481748], [11296481748, 436877328], [436877328, 3811156624], [3811156624, 3811156609], [3811156609, 4185389890], [4185389890, 11296481738], [11296481738, 11296481732], [11296481732, 13227969688], [13227969688, 11296481724], [11296481724, 11296481720], [11296481720, 11204976871], [11204976871, 11204976916], [11204976916, 11204976873], [11204976873, 11296481711], [11296481711, 11204976921]]"
od_938,불광,6호선,경하프라자약국,mobility_facility,서울특별시 은평구 서오릉로 157,1584.633,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768186, 3819768174, 3819768183, 3819768173, 10789220092, 3004846059, 3819768169, 4580515492, 10789220119, 4086709496, 10789220046, 13734364679, 3819768508, 3819768570, 10789220089, 10789220099, 3819768602, 10789219911, 10678122554, 10789220088, 10678122541, 10678122540, 10678176121, 10789210627, 10678176120, 10678122536, 10789210623, 10789210622, 10789210621]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768186], [3819768186, 3819768174], [3819768174, 3819768183], [3819768183, 3819768173], [3819768173, 10789220092], [10789220092, 3004846059], [3004846059, 3819768169], [3819768169, 4580515492], [4580515492, 10789220119], [10789220119, 4086709496], [4086709496, 10789220046], [10789220046, 13734364679], [13734364679, 3819768508], [3819768508, 3819768570], [3819768570, 10789220089], [10789220089, 10789220099], [10789220099, 3819768602], [3819768602, 10789219911], [10789219911, 10678122554], [10678122554, 10789220088], [10789220088, 10678122541], [10678122541, 10678122540], [10678122540, 10678176121], [10678176121, 10789210627], [10789210627, 10678176120], [10678176120, 10678122536], [10678122536, 10789210623], [10789210623, 10789210622], [10789210622, 10789210621]]"
od_930,불광,6호선,카페모임,mobility_facility,서울특별시 은평구 은평로9길 16,1385.146,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 436873826, 3811140039, 3819768175, 3819768163, 3811140014, 436873822, 3811139987, 3811139972, 3819768079, 3811139948, 436854170, 8460926751, 3819767966, 436867927, 8460984671, 3811078754, 4582165213, 4582162951, 3811078719, 3811078709, 2309932452, 3811078689, 3811078690]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 436873826], [436873826, 3811140039], [3811140039, 3819768175], [3819768175, 3819768163], [3819768163, 3811140014], [3811140014, 436873822], [436873822, 3811139987], [3811139987, 3811139972], [3811139972, 3819768079], [3819768079, 3811139948], [3811139948, 436854170], [436854170, 8460926751], [8460926751, 3819767966], [3819767966, 436867927], [436867927, 8460984671], [8460984671, 3811078754], [3811078754, 4582165213], [4582165213, 4582162951], [4582162951, 3811078719], [3811078719, 3811078709], [3811078709, 2309932452], [2309932452, 3811078689], [3811078689, 3811078690]]"
od_933,불광,6호선,식껍,mobility_facility,서울특별시 은평구 응암로 339,1375.517,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 436873826, 3811140039, 3819768175, 3819768163, 3811140014, 436873822, 3811139987, 3811139972, 3819768079, 3811139948, 436854170, 8460926751, 3819767966, 436867927, 8460984671, 3811078754, 4582165213, 4582162951, 3811078719, 3811078709, 2309932452, 3811078689]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 436873826], [436873826, 3811140039], [3811140039, 3819768175], [3819768175, 3819768163], [3819768163, 3811140014], [3811140014, 436873822], [436873822, 3811139987], [3811139987, 3811139972], [3811139972, 3819768079], [3819768079, 3811139948], [3811139948, 436854170], [436854170, 8460926751], [8460926751, 3819767966], [3819767966, 436867927], [436867927, 8460984671], [8460984671, 3811078754], [3811078754, 4582165213], [4582165213, 4582162951], [4582162951, 3811078719], [3811078719, 3811078709], [3811078709, 2309932452], [2309932452, 3811078689]]"
od_2401,불광,3호선,장애인화장실,pedestrian_support_point,서울특별시 은평구 통일로 615-2,1290.94,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 11228574113, 11228575803, 11228574127, 11204976884, 414686130, 11204976883, 11178013536, 7916217192, 11296481752, 11228574102, 11204976908, 11204976861, 11296481748, 436877328, 3811156624, 3811156609, 4185389890, 11296481738, 11296481732, 13227969688, 11296481724, 11296481720, 11204976871, 11204976916, 11204976873, 11296481711, 11204976921]","[[5930698997, 11228574113], [11228574113, 11228575803], [11228575803, 11228574127], [11228574127, 11204976884], [11204976884, 414686130], [414686130, 11204976883], [11204976883, 11178013536], [11178013536, 7916217192], [7916217192, 11296481752], [11296481752, 11228574102], [11228574102, 11204976908], [11204976908, 11204976861], [11204976861, 11296481748], [11296481748, 436877328], [436877328, 3811156624], [3811156624, 3811156609], [3811156609, 4185389890], [4185389890, 11296481738], [11296481738, 11296481732], [11296481732, 13227969688], [13227969688, 11296481724], [11296481724, 11296481720], [11296481720, 11204976871], [11204976871, 11204976916], [11204976916, 11204976873], [11204976873, 11296481711], [11296481711, 11204976921]]"
od_2575,불광,3호선,맨홀,pedestrian_support_point,서울특별시 은평구 통일로 850-2,1214.342,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 3819768872, 11296481763, 3819768985, 11296481764, 11228574118, 11228575754, 436862068, 436877345, 11228575760, 3819769458, 3819769528, 11296481769, 11228574067, 3278844686, 449449459, 11228574065, 11228574064, 11230505689, 11178032838, 13357321496, 13357342121, 13357342120]","[[5930698997, 3819768872], [3819768872, 11296481763], [11296481763, 3819768985], [3819768985, 11296481764], [11296481764, 11228574118], [11228574118, 11228575754], [11228575754, 436862068], [436862068, 436877345], [436877345, 11228575760], [11228575760, 3819769458], [3819769458, 3819769528], [3819769528, 11296481769], [11296481769, 11228574067], [11228574067, 3278844686], [3278844686, 449449459], [449449459, 11228574065], [11228574065, 11228574064], [11228574064, 11230505689], [11230505689, 11178032838], [11178032838, 13357321496], [13357321496, 13357342121], [13357342121, 13357342120]]"
od_1199,불광,6호선,맨홀,pedestrian_support_point,서울특별시 은평구 통일로 856,1292.613,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 11228575654, 11296481755, 3819768907, 3819768989, 11228574116, 11296481757, 11228575667, 11228575756, 2960309741, 11228574120, 11228574122, 11228574126, 11228575767, 11228574068, 11228575779, 3819769749, 11228575652, 3819769766, 11296481771, 3819769883, 2960309144, 11228575797, 3823586792]","[[5930698997, 11228575654], [11228575654, 11296481755], [11296481755, 3819768907], [3819768907, 3819768989], [3819768989, 11228574116], [11228574116, 11296481757], [11296481757, 11228575667], [11228575667, 11228575756], [11228575756, 2960309741], [2960309741, 11228574120], [11228574120, 11228574122], [11228574122, 11228574126], [11228574126, 11228575767], [11228575767, 11228574068], [11228574068, 11228575779], [11228575779, 3819769749], [3819769749, 11228575652], [11228575652, 3819769766], [3819769766, 11296481771], [11296481771, 3819769883], [3819769883, 2960309144], [2960309144, 11228575797], [11228575797, 3823586792]]"
od_1106,불광,6호선,연서시장,pedestrian_support_point,서울특별시 은평구 통일로 856,1292.613,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 11228575654, 11296481755, 3819768907, 3819768989, 11228574116, 11296481757, 11228575667, 11228575756, 2960309741, 11228574120, 11228574122, 11228574126, 11228575767, 11228574068, 11228575779, 3819769749, 11228575652, 3819769766, 11296481771, 3819769883, 2960309144, 11228575797, 3823586792]","[[5930698997, 11228575654], [11228575654, 11296481755], [11296481755, 3819768907], [3819768907, 3819768989], [3819768989, 11228574116], [11228574116, 11296481757], [11296481757, 11228575667], [11228575667, 11228575756], [11228575756, 2960309741], [2960309741, 11228574120], [11228574120, 11228574122], [11228574122, 11228574126], [11228574126, 11228575767], [11228575767, 11228574068], [11228574068, 11228575779], [11228575779, 3819769749], [3819769749, 11228575652], [11228575652, 3819769766], [3819769766, 11296481771], [11296481771, 3819769883], [3819769883, 2960309144], [2960309144, 11228575797], [11228575797, 3823586792]]"
od_1060,불광,6호선,지하철환기구,pedestrian_support_point,서울특별시 은평구 통일로 850-2,1292.613,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 11228575654, 11296481755, 3819768907, 3819768989, 11228574116, 11296481757, 11228575667, 11228575756, 2960309741, 11228574120, 11228574122, 11228574126, 11228575767, 11228574068, 11228575779, 3819769749, 11228575652, 3819769766, 11296481771, 3819769883, 2960309144, 11228575797, 3823586792]","[[5930698997, 11228575654], [11228575654, 11296481755], [11296481755, 3819768907], [3819768907, 3819768989], [3819768989, 11228574116], [11228574116, 11296481757], [11296481757, 11228575667], [11228575667, 11228575756], [11228575756, 2960309741], [2960309741, 11228574120], [11228574120, 11228574122], [11228574122, 11228574126], [11228574126, 11228575767], [11228575767, 11228574068], [11228574068, 11228575779], [11228575779, 3819769749], [3819769749, 11228575652], [11228575652, 3819769766], [3819769766, 11296481771], [11296481771, 3819769883], [3819769883, 2960309144], [2960309144, 11228575797], [11228575797, 3823586792]]"
od_1107,불광,6호선,북한산수자인아파트,pedestrian_support_point,"서울특별시 은평구 불광로 170, 101동 (불광동, 북한산 한양 수자인 아파트)",1354.082,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 11228575654, 457819071, 5281045186, 5281045188, 5281045187, 5281045189, 3279011082, 436849310, 353195249, 3819769163, 4580205446, 3279011087, 3819769307, 5281044435, 5281044436, 5281044434, 436849314, 445329900, 3824954063, 3819769661, 3824954088, 307924229, 436849320, 3824954278, 5281044431, 3819769960, 3824954348, 3279011105, 3824954514, 5281445624, 10682009302]","[[5930698997, 11228575654], [11228575654, 457819071], [457819071, 5281045186], [5281045186, 5281045188], [5281045188, 5281045187], [5281045187, 5281045189], [5281045189, 3279011082], [3279011082, 436849310], [436849310, 353195249], [353195249, 3819769163], [3819769163, 4580205446], [4580205446, 3279011087], [3279011087, 3819769307], [3819769307, 5281044435], [5281044435, 5281044436], [5281044436, 5281044434], [5281044434, 436849314], [436849314, 445329900], [445329900, 3824954063], [3824954063, 3819769661], [3819769661, 3824954088], [3824954088, 307924229], [307924229, 436849320], [436849320, 3824954278], [3824954278, 5281044431], [5281044431, 3819769960], [3819769960, 3824954348], [3824954348, 3279011105], [3279011105, 3824954514], [3824954514, 5281445624], [5281445624, 10682009302]]"
od_994,불광,6호선,빗물받이,pedestrian_support_point,서울특별시 은평구 연서로27길 26,1355.802,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 3819768872, 11296481763, 3819768985, 11296481764, 11228574118, 11228575754, 436862068, 436877345, 353194538, 353194537, 3819769379, 3819769394, 4580507750, 3819769481, 3819769516, 3819769527, 3819769534, 3819769671, 4580262735, 3819769724, 4580507752, 3819769679, 3819769725, 353193681, 3819769745, 3819769759, 3279011096, 13734502260, 10678122483, 353194455]","[[5930698997, 3819768872], [3819768872, 11296481763], [11296481763, 3819768985], [3819768985, 11296481764], [11296481764, 11228574118], [11228574118, 11228575754], [11228575754, 436862068], [436862068, 436877345], [436877345, 353194538], [353194538, 353194537], [353194537, 3819769379], [3819769379, 3819769394], [3819769394, 4580507750], [4580507750, 3819769481], [3819769481, 3819769516], [3819769516, 3819769527], [3819769527, 3819769534], [3819769534, 3819769671], [3819769671, 4580262735], [4580262735, 3819769724], [3819769724, 4580507752], [4580507752, 3819769679], [3819769679, 3819769725], [3819769725, 353193681], [353193681, 3819769745], [3819769745, 3819769759], [3819769759, 3279011096], [3279011096, 13734502260], [13734502260, 10678122483], [10678122483, 353194455]]"
od_2466,불광,3호선,연신내역.로데오거리,pedestrian_support_point,서울특별시 은평구 갈현동  389-6,1323.813,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 3819768872, 11296481763, 3819768985, 11296481764, 11228574118, 11228575754, 436862068, 436877345, 353194538, 353194537, 3819769379, 3819769394, 4580507750, 3819769481, 3819769516, 3819769527, 3819769534, 3819769671, 4580262735, 3819769724, 4580507752, 3819769679, 3819769725, 353193681, 3819769745, 3819769759, 3279011096, 13357342130, 13734502259, 13734502258]","[[5930698997, 3819768872], [3819768872, 11296481763], [11296481763, 3819768985], [3819768985, 11296481764], [11296481764, 11228574118], [11228574118, 11228575754], [11228575754, 436862068], [436862068, 436877345], [436877345, 353194538], [353194538, 353194537], [353194537, 3819769379], [3819769379, 3819769394], [3819769394, 4580507750], [4580507750, 3819769481], [3819769481, 3819769516], [3819769516, 3819769527], [3819769527, 3819769534], [3819769534, 3819769671], [3819769671, 4580262735], [4580262735, 3819769724], [3819769724, 4580507752], [4580507752, 3819769679], [3819769679, 3819769725], [3819769725, 353193681], [353193681, 3819769745], [3819769745, 3819769759], [3819769759, 3279011096], [3279011096, 13357342130], [13357342130, 13734502259], [13734502259, 13734502258]]"
od_2319,불광,3호선,카페모임,mobility_facility,서울특별시 은평구 은평로9길 16,1385.146,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 436873826, 3811140039, 3819768175, 3819768163, 3811140014, 436873822, 3811139987, 3811139972, 3819768079, 3811139948, 436854170, 8460926751, 3819767966, 436867927, 8460984671, 3811078754, 4582165213, 4582162951, 3811078719, 3811078709, 2309932452, 3811078689, 3811078690]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 436873826], [436873826, 3811140039], [3811140039, 3819768175], [3819768175, 3819768163], [3819768163, 3811140014], [3811140014, 436873822], [436873822, 3811139987], [3811139987, 3811139972], [3811139972, 3819768079], [3819768079, 3811139948], [3811139948, 436854170], [436854170, 8460926751], [8460926751, 3819767966], [3819767966, 436867927], [436867927, 8460984671], [8460984671, 3811078754], [3811078754, 4582165213], [4582165213, 4582162951], [4582162951, 3811078719], [3811078719, 3811078709], [3811078709, 2309932452], [2309932452, 3811078689], [3811078689, 3811078690]]"
od_2467,불광,3호선,연신내역.물빛공원,pedestrian_support_point,서울특별시 은평구 갈현동  389-6,1334.133,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 3819768872, 11296481763, 3819768985, 11296481764, 11228574118, 11228575754, 436862068, 436877345, 353194538, 353194537, 3819769379, 3819769394, 4580507750, 3819769481, 3819769516, 3819769527, 3819769534, 3819769671, 4580262735, 3819769724, 4580507752, 3819769679, 3819769725, 353193681, 3819769745, 3819769759, 3279011096, 13357342130, 13734502259, 13734502258, 3823586610]","[[5930698997, 3819768872], [3819768872, 11296481763], [11296481763, 3819768985], [3819768985, 11296481764], [11296481764, 11228574118], [11228574118, 11228575754], [11228575754, 436862068], [436862068, 436877345], [436877345, 353194538], [353194538, 353194537], [353194537, 3819769379], [3819769379, 3819769394], [3819769394, 4580507750], [4580507750, 3819769481], [3819769481, 3819769516], [3819769516, 3819769527], [3819769527, 3819769534], [3819769534, 3819769671], [3819769671, 4580262735], [4580262735, 3819769724], [3819769724, 4580507752], [4580507752, 3819769679], [3819769679, 3819769725], [3819769725, 353193681], [353193681, 3819769745], [3819769745, 3819769759], [3819769759, 3279011096], [3279011096, 13357342130], [13357342130, 13734502259], [13734502259, 13734502258], [13734502258, 3823586610]]"
od_1188,불광,6호선,맨홀,pedestrian_support_point,서울특별시 은평구 연서로13길 13-1,1564.423,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768186, 3819768174, 3819768183, 3819768173, 10789220092, 3004846059, 3819768169, 4580515492, 10789220119, 4086709496, 3819768246, 10789220048, 4584366362, 3819768480, 3819768507, 3819768536, 3819768525, 3819768537, 3819768562, 3819768519, 3819768482, 4584362138, 3819768479, 3819768485, 10789210629, 4584362135, 10789210628]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768186], [3819768186, 3819768174], [3819768174, 3819768183], [3819768183, 3819768173], [3819768173, 10789220092], [10789220092, 3004846059], [3004846059, 3819768169], [3819768169, 4580515492], [4580515492, 10789220119], [10789220119, 4086709496], [4086709496, 3819768246], [3819768246, 10789220048], [10789220048, 4584366362], [4584366362, 3819768480], [3819768480, 3819768507], [3819768507, 3819768536], [3819768536, 3819768525], [3819768525, 3819768537], [3819768537, 3819768562], [3819768562, 3819768519], [3819768519, 3819768482], [3819768482, 4584362138], [4584362138, 3819768479], [3819768479, 3819768485], [3819768485, 10789210629], [10789210629, 4584362135], [4584362135, 10789210628]]"
od_2322,불광,3호선,식껍,mobility_facility,서울특별시 은평구 응암로 339,1375.517,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 436873826, 3811140039, 3819768175, 3819768163, 3811140014, 436873822, 3811139987, 3811139972, 3819768079, 3811139948, 436854170, 8460926751, 3819767966, 436867927, 8460984671, 3811078754, 4582165213, 4582162951, 3811078719, 3811078709, 2309932452, 3811078689]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 436873826], [436873826, 3811140039], [3811140039, 3819768175], [3819768175, 3819768163], [3819768163, 3811140014], [3811140014, 436873822], [436873822, 3811139987], [3811139987, 3811139972], [3811139972, 3819768079], [3819768079, 3811139948], [3811139948, 436854170], [436854170, 8460926751], [8460926751, 3819767966], [3819767966, 436867927], [436867927, 8460984671], [8460984671, 3811078754], [3811078754, 4582165213], [4582165213, 4582162951], [4582162951, 3811078719], [3811078719, 3811078709], [3811078709, 2309932452], [2309932452, 3811078689]]"
od_2511,불광,3호선,맨홀,pedestrian_support_point,서울특별시 은평구 불광동  산 33-14,1331.706,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 11228575654, 457819071, 5281045186, 5281045188, 5281045187, 5281045189, 3279011082, 436849310, 353195249, 3819769163, 4580205446, 3279011087, 3819769307, 5281044435, 5281044436, 5281044434, 436849314, 445329900, 3824954063, 3819769661, 3824954088, 307924229, 436849320, 3824954278, 5281044431, 3819769960, 3824954348, 3279011105, 3824954514, 5281445624]","[[5930698997, 11228575654], [11228575654, 457819071], [457819071, 5281045186], [5281045186, 5281045188], [5281045188, 5281045187], [5281045187, 5281045189], [5281045189, 3279011082], [3279011082, 436849310], [436849310, 353195249], [353195249, 3819769163], [3819769163, 4580205446], [4580205446, 3279011087], [3279011087, 3819769307], [3819769307, 5281044435], [5281044435, 5281044436], [5281044436, 5281044434], [5281044434, 436849314], [436849314, 445329900], [445329900, 3824954063], [3824954063, 3819769661], [3819769661, 3824954088], [3824954088, 307924229], [307924229, 436849320], [436849320, 3824954278], [3824954278, 5281044431], [5281044431, 3819769960], [3819769960, 3824954348], [3824954348, 3279011105], [3279011105, 3824954514], [3824954514, 5281445624]]"
od_2624,불광,3호선,빗물받이,pedestrian_support_point,서울특별시 은평구 불광동  산 33-14,1331.706,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 11228575654, 457819071, 5281045186, 5281045188, 5281045187, 5281045189, 3279011082, 436849310, 353195249, 3819769163, 4580205446, 3279011087, 3819769307, 5281044435, 5281044436, 5281044434, 436849314, 445329900, 3824954063, 3819769661, 3824954088, 307924229, 436849320, 3824954278, 5281044431, 3819769960, 3824954348, 3279011105, 3824954514, 5281445624]","[[5930698997, 11228575654], [11228575654, 457819071], [457819071, 5281045186], [5281045186, 5281045188], [5281045188, 5281045187], [5281045187, 5281045189], [5281045189, 3279011082], [3279011082, 436849310], [436849310, 353195249], [353195249, 3819769163], [3819769163, 4580205446], [4580205446, 3279011087], [3279011087, 3819769307], [3819769307, 5281044435], [5281044435, 5281044436], [5281044436, 5281044434], [5281044434, 436849314], [436849314, 445329900], [445329900, 3824954063], [3824954063, 3819769661], [3819769661, 3824954088], [3824954088, 307924229], [307924229, 436849320], [436849320, 3824954278], [3824954278, 5281044431], [5281044431, 3819769960], [3819769960, 3824954348], [3824954348, 3279011105], [3279011105, 3824954514], [3824954514, 5281445624]]"
od_2159,불광,3호선,일등단지내(375-8500)공인중개사사무소,mobility_facility,서울특별시 은평구 은평로 220,1570.134,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 5281048352, 11984487711, 3811140119, 3811140083, 3811140074, 11984487712, 11984487713, 3811140059, 11204976949, 3811140018, 3811139986, 3811139983, 3811139978, 3811139920, 3811139919, 3811139747, 3811139741, 3811139724, 3811139707, 3811139688, 3811139686, 3811139673, 3811139668, 3811139659, 2309932438, 3811136153, 3811155131, 3811678517, 3811136152, 3811678510, 3811155123, 3811155120, 2309932436, 4580560141, 2309932437, 11955692539, 11955742138, 10641896367]","[[5930698997, 5281048352], [5281048352, 11984487711], [11984487711, 3811140119], [3811140119, 3811140083], [3811140083, 3811140074], [3811140074, 11984487712], [11984487712, 11984487713], [11984487713, 3811140059], [3811140059, 11204976949], [11204976949, 3811140018], [3811140018, 3811139986], [3811139986, 3811139983], [3811139983, 3811139978], [3811139978, 3811139920], [3811139920, 3811139919], [3811139919, 3811139747], [3811139747, 3811139741], [3811139741, 3811139724], [3811139724, 3811139707], [3811139707, 3811139688], [3811139688, 3811139686], [3811139686, 3811139673], [3811139673, 3811139668], [3811139668, 3811139659], [3811139659, 2309932438], [2309932438, 3811136153], [3811136153, 3811155131], [3811155131, 3811678517], [3811678517, 3811136152], [3811136152, 3811678510], [3811678510, 3811155123], [3811155123, 3811155120], [3811155120, 2309932436], [2309932436, 4580560141], [4580560141, 2309932437], [2309932437, 11955692539], [11955692539, 11955742138], [11955742138, 10641896367]]"
od_2560,불광,3호선,맨홀,pedestrian_support_point,서울특별시 은평구 은평로 250-2,1272.838,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 11228574113, 11228575803, 11228574127, 11204976884, 414686130, 11204976883, 11178013536, 7916217192, 11296481752, 11228574102, 11204976908, 11204976861, 11296481748, 436877328, 3811156624, 3811156609, 4185389890, 11296481738, 3811156597, 11204976850, 11296481729, 436877321, 11204976870, 11296481727, 3811155132, 8374239436, 3811678438, 436867704]","[[5930698997, 11228574113], [11228574113, 11228575803], [11228575803, 11228574127], [11228574127, 11204976884], [11204976884, 414686130], [414686130, 11204976883], [11204976883, 11178013536], [11178013536, 7916217192], [7916217192, 11296481752], [11296481752, 11228574102], [11228574102, 11204976908], [11204976908, 11204976861], [11204976861, 11296481748], [11296481748, 436877328], [436877328, 3811156624], [3811156624, 3811156609], [3811156609, 4185389890], [4185389890, 11296481738], [11296481738, 3811156597], [3811156597, 11204976850], [11204976850, 11296481729], [11296481729, 436877321], [436877321, 11204976870], [11204976870, 11296481727], [11296481727, 3811155132], [3811155132, 8374239436], [8374239436, 3811678438], [3811678438, 436867704]]"
od_963,불광,6호선,이화공인중개사사무소,mobility_facility,서울특별시 은평구 연서로21길 12,1459.186,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 3819768872, 11296481763, 3819768985, 11296481764, 11228574118, 11228575754, 436862068, 436877345, 353194538, 353194537, 3819769379, 3819769394, 4580507750, 3819769391, 353193679, 3819769318, 3819769312, 3819769305, 3819769295, 4580258481, 3819769265, 3819769256, 353194575, 353194574, 3819769251, 3819769252, 3819769255, 3819769262, 10678122511, 353194291, 13734502256, 13734502231, 3823585013, 353194452]","[[5930698997, 3819768872], [3819768872, 11296481763], [11296481763, 3819768985], [3819768985, 11296481764], [11296481764, 11228574118], [11228574118, 11228575754], [11228575754, 436862068], [436862068, 436877345], [436877345, 353194538], [353194538, 353194537], [353194537, 3819769379], [3819769379, 3819769394], [3819769394, 4580507750], [4580507750, 3819769391], [3819769391, 353193679], [353193679, 3819769318], [3819769318, 3819769312], [3819769312, 3819769305], [3819769305, 3819769295], [3819769295, 4580258481], [4580258481, 3819769265], [3819769265, 3819769256], [3819769256, 353194575], [353194575, 353194574], [353194574, 3819769251], [3819769251, 3819769252], [3819769252, 3819769255], [3819769255, 3819769262], [3819769262, 10678122511], [10678122511, 353194291], [353194291, 13734502256], [13734502256, 13734502231], [13734502231, 3823585013], [3823585013, 353194452]]"
od_2446,불광,3호선,지하철환기구,pedestrian_support_point,서울특별시 은평구 연서로 231,1214.342,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5930698997, 3819768872, 11296481763, 3819768985, 11296481764, 11228574118, 11228575754, 436862068, 436877345, 11228575760, 3819769458, 3819769528, 11296481769, 11228574067, 3278844686, 449449459, 11228574065, 11228574064, 11230505689, 11178032838, 13357321496, 13357342121, 13357342120]","[[5930698997, 3819768872], [3819768872, 11296481763], [11296481763, 3819768985], [3819768985, 11296481764], [11296481764, 11228574118], [11228574118, 11228575754], [11228575754, 436862068], [436862068, 436877345], [436877345, 11228575760], [11228575760, 3819769458], [3819769458, 3819769528], [3819769528, 11296481769], [11296481769, 11228574067], [11228574067, 3278844686], [3278844686, 449449459], [449449459, 11228574065], [11228574065, 11228574064], [11228574064, 11230505689], [11230505689, 11178032838], [11178032838, 13357321496], [13357321496, 13357342121], [13357342121, 13357342120]]"
